Preview,Type,PriceLastSent,ID,WordCount,LengthCat,BestTime,Theme | Tags,LastUsedDate,LastUsedBy,TimesUsed,LastUsedPage,Explicitness
That dildo barleyy fittt inside... My pussy is still throbbing 😩,BUMP,$0,C16989,11,Short,Afternoon,,,,,,OTHER
Godd that dildo felt so goood... im tired now tho 😭,BUMP,$0,C16990,11,Short,Overnight,,,,,,OTHER
want to play tn🥰,BUMP,$0,C16991,4,Short,Late Night,,,,,,OTHER
how has ur day been babe 😘,BUMP,$0,C16992,7,Short,Evening,,,,,,OTHER
Where do your hands go when you're thinking about me alone?👀🤭,BUMP,$0,C16993,11,Short,Afternoon,,,,,,OTHER
Have you ever been so turned on you couldn’t think straight? What caused it?👀,BUMP,$0,C16994,14,Short,Late Night,,,,,,OTHER
I have something that can get your hands moving rn😈,BUMP,$0,C16995,10,Short,Evening,,,,,,OTHER
"babe if you would choose between my ass and tits, what would it be?😈",BUMP,$0,C16996,14,Short,Afternoon,,,,,,OTHER
babee im lonely what are you doing rn?🥺,BUMP,$0,C16997,8,Short,Morning,,,,,,OTHER
babe im bored can you entertain me right now?👅,BUMP,$0,C16998,9,Short,Late Night,,,,,,OTHER
What’s your favorite way to unwind after a long day?😊,BUMP,$0,C16999,10,Short,Evening,,,,,,OTHER
How do you like to be kissed?🫦,BUMP,$0,C17000,7,Short,Afternoon,,,,,,OTHER
"If I gave you a massage right now, where would you want it?😄",BUMP,$0,C17001,13,Short,Morning,,,,,,OTHER
What’s the most daring thing you’ve ever done?😋,BUMP,$0,C17002,8,Short,Late Night,,,,,,OTHER
What’s something I would find surprising about you?🙈,BUMP,$0,C17003,8,Short,Evening,,,,,,OTHER
What’s something you find really attractive in someone?😋,BUMP,$0,C17004,8,Short,Afternoon,,,,,,OTHER
What would you do if I told you I’ve been thinking about your mouth in between my thighs all day?🥵👅,BUMP,$0,C17005,20,Short,Morning,,,,,,OTHER
"If I moaned your name, slow and needy, what would that do to you?🫦😈",BUMP,$0,C17006,14,Short,Evening,,,,,,OTHER
heyyy honeyyy🤭 are you horny rn👅,BUMP,$0,C17007,6,Short,Afternoon,,,,,,OTHER
"Hiiii, I'm trying to get your full attention🤭 I got something I really wanna show you 👀",BUMP,$0,C17008,17,Short,Evening,,,,,,OTHER
Hey baby want to play 🥰,BUMP,$0,C17009,6,Short,Evening,,,,,,OTHER
Would you like me to wrap my lips around that big cock and suck it deep in my throat?👅😈,BUMP,$0,C17010,19,Short,Evening,,,,,,BJ
"Can I take control of you, babe? You can't resist me 😈",BUMP,$0,C17011,12,Short,Evening,,2025-07-30 15:47,George,1,Kay Claire,OTHER
I keep imagining your hands all over my sexy body🥵,BUMP,$0,C17012,10,Short,Evening,,,,,,OTHER
Be honest...👀 have you been thinking about me the way I’ve been thinking about you?😁,BUMP,$0,C17013,15,Short,Afternoon,,,,,,OTHER
So... what’s something you wish I was doing to you right now?😈,BUMP,$0,C17014,12,Short,Morning,,,,,,OTHER
Which one of our pussy is wetter 😇,BUMP,$0,C17015,8,Short,Late Night,,,,,,OTHER
Almost slipped and fell while recording that vid for you 😅,BUMP,$0,C17016,11,Short,Late Night,,,,,,OTHER
My bed has a bunch of cream all over it now 🙄,BUMP,$0,C17017,12,Short,Evening,,,,,,OTHER
Baby grab that offer before its gone 🥰,BUMP,$0,C17018,8,Short,Afternoon,,,,,,G/G
"hey babe, receive a WET SURPRISE 🎁💦💦 from my WET COLLECTION right now... just unlock any of 2 video I sent there 👆",BUMP,$0,C17019,23,Medium,Morning,,,,,,BUNDLE
I feel like such a slut wearing this g-string around butt it's kinda cute 🥰,BUMP,$0,C17020,15,Short,Evening,,,,,,OTHER
no way i just sent out my 18 year old nudes... fuck it😘,BUMP,$0,C17021,13,Short,Late Night,,,,,,OTHER
"hey babe, receive a HOT SURPRISE 🎁🔥 from my EXCLUSIVE COLLECTION right now... just unlock any of 2 video I send there 👆",BUMP,$0,C17022,23,Medium,Morning,,,,,,BUNDLE
Can u beat ur cock to me for 30 min straight?🍆😫 I want u edge to the naughty tape I just sent🤤,BUMP,$0,C17023,22,Medium,Late Night,,,,,,OTHER
I keep sending that 18 year old bundle out... Might be the last time🙄😏,BUMP,$0,C17024,14,Short,Evening,,,,,,BUNDLE
Edge me on your lap while I whisper how bad I need your cum 😮‍💨,BUMP,$0,C17025,15,Short,Evening,,,,,,OTHER
Gag me with your cock and don’t let go until I’m a mess 🤤,BUMP,$0,C17026,14,Short,Evening,,,,,,OTHER
My mouth’s open... train me to swallow every last drop 💋,BUMP,$0,C17027,11,Short,Afternoon,,,,,,OTHER
wanna duet? I’ll hum while you thrust 😈 let’s make a sexy remix in bed 🎵,BUMP,$0,C17028,16,Short,Late Night,,,,,,OTHER
"cock in my throat, squirt on my thighs, mess everywhere... just how i like it 💋",BUMP,$0,C17029,16,Short,Late Night,,,,,,SQUIRT
I'm COMPLETELY NAKED in that 🥵⬆️,BUMP,$0,C17030,6,Short,Late Night,,,,,,OTHER
Spicing Up ❤️‍🔥Any plans other than work tdy? 😏,BUMP,$0,C17031,9,Short,Afternoon,,,,,,OTHER
Eating my ass out in that position or giving me the best backshots of my life? 🤔,BUMP,$0,C17032,17,Short,Overnight,,,,,,OTHER
I'm drencheddd in sweat my shorts turned see-through 🤫,BUMP,$0,C17033,9,Short,Evening,,,,,,OTHER
I was honestly so shy in those vids looking back at it 🙈,BUMP,$0,C17034,13,Short,Afternoon,,,,,,OTHER
Can you hear how wet my pussy gets??? 😇,BUMP,$0,C17035,9,Short,Afternoon,,,,,,OTHER
You have 10 minutes to cum for me baby ⌚,BUMP,$0,C17036,10,Short,Late Night,,,,,,OTHER
Would you put your dick inside me while we cuddle? 🥰,BUMP,$0,C17037,11,Short,Morning,,,,,,OTHER
Unsending that at midnight 😗,BUMP,$0,C17038,5,Short,Afternoon,,,,,,OTHER
Selfie 😗✌... Who want's to get really freaky with me right now ;),BUMP,$0,C17039,13,Short,Late Night,,,,,,OTHER
My pussy hump was showing... hopefully my neighbors didn't see 🤭,BUMP,$0,C17040,11,Short,Evening,,,,,,OTHER
Do you like it when I lick my dildo up passionately?🥵,BUMP,$0,C17041,11,Short,Afternoon,,,,,,OTHER
I'm craving a veiny 🍆 right now... :),BUMP,$0,C17042,8,Short,Afternoon,,,,,,OTHER
I had to dig deep into my cameraroll for those 🥵,BUMP,$0,C17043,11,Short,Afternoon,,,,,,OTHER
Good morning baby... heading to work? 🙈,BUMP,$0,C17044,7,Short,Morning,,,,,,OTHER
Wanna hop in the shower with me? 💦😈,BUMP,$0,C17045,8,Short,Evening,,,,,,OTHER
Hi babyyy. If you don't want that bundle I'll pick another winner by midnight 💋,BUMP,$0,C17046,15,Short,Evening,,,,,,BUNDLE
Gm baby :) Have fun at work tdy 😘,BUMP,$0,C17047,9,Short,Morning,,,,,,OTHER
Babe prove that you’re a true fan 💖 Unlock any PPV above right now and I'll give you my NAUGHTIEST REWARD😈😘 Message me DONE after baby.,BUMP,$0,C17048,26,Medium,Morning,,,,,,OTHER
Want more G/G content from me? 🥰,BUMP,$0,C17049,7,Short,Afternoon,,,,,,G/G
What's a new video I should make? 🎥,BUMP,$0,C17050,8,Short,Afternoon,,,,,,OTHER
Hey baby! Unlock any of my PPVs above and you'll get a naughty video for FREE! Don't missed this chance 🤤💦,BUMP,$0,C17051,21,Medium,Overnight,,,,,,OTHER
i have never sent that out before daddy ⬆️😁,BUMP,$0,C17052,9,Short,Evening,,,,,,OTHER
If you could hear the sounds I'm making in that video... 🤤,BUMP,$0,C17053,12,Short,Morning,,,,,,OTHER
I kissed a girl and I liked it 🎶😍,BUMP,$0,C17054,9,Short,Morning,,,,,,OTHER
That's my hottest JOI yet hehe... Hope you enjoy daddy😋♥,BUMP,$0,C17055,10,Short,Late Night,,,,,,JOI
Preview for my full tape JOI in the next msg. Are you ready baby? 😋,BUMP,$0,C17056,15,Short,Late Night,,,,,,JOI
What's going on in your mind? 😈😈,BUMP,$0,C17057,7,Short,Late Night,,,,,,OTHER
Yeah... it was literally glistening LOL ✨,BUMP,$0,C17058,7,Short,Overnight,,,,,,OTHER
Uhhhhh yea abt that... my sheets are now soaking 😭,BUMP,$0,C17059,10,Short,Evening,,,,,,OTHER
Pass or fail the no nut challenge? 🤭,BUMP,$0,C17060,8,Short,Afternoon,,,,,,OTHER
"Unlock 2 of my videos I set up there 👆 type ""💦💦"" after u unlock and I will give you a HUGE free naughty surprises! 🎁😉",BUMP,$0,C17061,26,Medium,Morning,,,,,,OTHER
Hey babe! Let's get a naughty workout in together 😈,BUMP,$0,C17062,10,Short,Afternoon,,,,,,OTHER
You sure you don't want that daddy? 😈,BUMP,$0,C17063,8,Short,Evening,,,,,,OTHER
do you like when i’m shy and soft... or when i stop pretending to be good? 😇,BUMP,$0,C17064,17,Short,Afternoon,,,,,,OTHER
**🚨 NEW G/G DROP 🚨** im sending out my collab tape with jade in 4 hours 😋😋 set ur alarms hehe because youre going to want to see what we got up to 🐱💦,BUMP,$0,C17065,34,Medium,Afternoon,,,,,,G/G
That bundle is a jack of all trades 🥵😘,BUMP,$0,C17066,9,Short,Afternoon,,,,,,BUNDLE
Can you recommend me a starbucks drink?,BUMP,$0,C17067,7,Short,Evening,,,,,,OTHER
Are you a doggie or missionary type of guy? 👅😈,BUMP,$0,C17068,10,Short,Morning,,,,,,OTHER
"lips wrapped, spit leaking, eyes locked... i’m not stopping til you twitch 😩",BUMP,$0,C17069,13,Short,Morning,,,,,,OTHER
do you like when i’m shy and soft... or when i stop pretending to be good? 😇,BUMP,$0,C17064,17,Short,Afternoon,,,,,,OTHER
**🚨 NEW G/G DROP 🚨** im sending out my collab tape with jade in 4 hours 😋😋 set ur alarms hehe because youre going to want to see what we got up to 🐱💦,BUMP,$0,C17065,34,Medium,Afternoon,,,,,,G/G
That bundle is a jack of all trades 🥵😘,BUMP,$0,C17066,9,Short,Afternoon,,,,,,BUNDLE
Can you recommend me a starbucks drink?,BUMP,$0,C17067,7,Short,Evening,,,,,,OTHER
Are you a doggie or missionary type of guy? 👅😈,BUMP,$0,C17068,10,Short,Morning,,,,,,OTHER
"lips wrapped, spit leaking, eyes locked... i’m not stopping til you twitch 😩",BUMP,$0,C17069,13,Short,Morning,,,,,,OTHER
where’s your favorite spot to kiss babe? 😘🔥 c'mon tell me,BUMP,$0,C28067,11,Short,Afternoon,,,,,,OTHER
"morning, baby! 🌞 how about a little morning tease to get you going? 😉",BUMP,$0,C28069,14,Short,Evening,,,,,,OTHER
looks like your morning wood is up🍆💦 how about i massage and suck it💋,BUMP,$0,C28070,14,Short,Evening,,,,,,BJ
baby are u Up now? i’m sooo horny i wanna show you what in doin'🥵,BUMP,$0,C28071,15,Short,Evening,,,,,,OTHER
what about me turns you on the most? 😈,BUMP,$0,C28074,9,Short,Afternoon,,,,,,OTHER
would love to have some naughty time with you!🥰,BUMP,$0,C28075,9,Short,Afternoon,,,,,,OTHER
i bet you haven't seen me go full naughty!😈,BUMP,$0,C28078,9,Short,Afternoon,,,,,,OTHER
"even with the sun rising, u'r still on my mind❤️ good morning, baby😘☀️",BUMP,$0,C28079,13,Short,Evening,,,,,,OTHER
cant sleep🥺are u free for fun?,BUMP,$0,C28080,6,Short,Evening,,,,,,OTHER
"sending a sweet, naughty kiss just for you 😘are u awake to catch it, babe? 😊lets play...",BUMP,$0,C28082,17,Short,Afternoon,,,,,,OTHER
u'r like a strong cup of coffee—i crave ur taste no matter the time☕😏can i have a sip now?👅,BUMP,$0,C28083,19,Short,Afternoon,,,,,,G/G
my wet and tight lil pussy is dripping for ur hard cock baby🥵,BUMP,$0,C28085,13,Short,Overnight,,2025-07-24 04:00,Chu,1,Taylor Wild,OTHER
Are you my morning coffee? ☕,BUMP,$0,C28086,6,Short,Evening,,,,,,G/G
i want you to cum for me💦,BUMP,$0,C28088,7,Short,Evening,,,,,,OTHER
ready to end your night with a bang? 😈 m craving to hear all your naughty thoughts...🔥💋,BUMP,$0,C28089,17,Short,Afternoon,,,,,,OTHER
wouldn’t some cozy cuddles in bed feel perfect after a long day?🤭 im right here waiting for you...,BUMP,$0,C28092,18,Short,Afternoon,,,,,,OTHER
i just want u to know m dripping wet🥵,BUMP,$0,C28094,9,Short,Evening,,,,,,OTHER
can u lick this wet lil pussy for me🥵,BUMP,$0,C28095,9,Short,Afternoon,,2025-07-24 02:43,Chu,1,Hard4ava,OTHER
"tell me baby, where are ur favorite places to be touched🥵",BUMP,$0,C28096,11,Short,Morning,,,,,,OTHER
I hope your day is as nice as my butt 🍑,BUMP,$0,C28097,11,Short,Morning,,,,,,OTHER
ive got something planned for later. im sure ul like it😉,BUMP,$0,C28099,11,Short,Evening,,,,,,OTHER
"Come, say Hi to my wet and tight lil pussy!😍",BUMP,$0,C28100,10,Short,Overnight,,,,,,OTHER
I know you have morning wood🍆let me see your hard cock Now! 💋😛,BUMP,$0,C28101,13,Short,Evening,,,,,,OTHER
Happy Sunday baby 😘 How are you doing today?,BUMP,$0,C28102,9,Short,Afternoon,,,,,,OTHER
I wanna ride you until we both cum baby 🥵,BUMP,$0,C28104,10,Short,Afternoon,,,,,,OTHER
do you know how wet I am right now🥵,BUMP,$0,C28105,9,Short,Overnight,,,,,,OTHER
I'm soo horny as fuck rn....can I sit on your face?🥺,BUMP,$0,C28106,11,Short,Afternoon,,,,,,OTHER
"im playing with my wet tight pussy right now, wanna see 🥵💦",BUMP,$0,C28107,12,Short,Afternoon,,,,,,OTHER
woke up craving you... ready for some fun today💋,BUMP,$0,C28108,9,Short,Evening,,2025-07-30 15:46,George,1,Kay Claire,OTHER
"baby, i want to feel ur cock...in my mouth🍆💋",BUMP,$0,C28110,9,Short,Morning,,,,,,OTHER
"cum play w me baby, i cant sleep 🙈",BUMP,$0,C28111,9,Short,Afternoon,,2025-07-30 15:44,George,1,Dianna Grace,OTHER
can u help me w something in the bedroom🥺,BUMP,$0,C28112,9,Short,Afternoon,,,,,,OTHER
make me cum baby💋,BUMP,$0,C28113,4,Short,Evening,,,,,,OTHER
morning kisses to the most handsome fan I've ever known💋how are you feeling today?,BUMP,$0,C28116,14,Short,Overnight,,,,,,OTHER
Your sleep looks so good... want me to crawl over and suck you up? 😏🔥,BUMP,$0,C28117,15,Short,Evening,,,,,,BJ
i have something hot to show you🥵ready to get dirty on the floor? 😈🔥,BUMP,$0,C28118,14,Short,Evening,,,,,,OTHER
"stl Up, babe?🤔",BUMP,$0,C28119,3,Short,Afternoon,,,,,,OTHER
woke up craving you... cant wait to feel ur throbbing cock rn🍌👿,BUMP,$0,C28120,12,Short,Afternoon,,,,,,OTHER
baby i’m sooo horny🥵 i wanna show you what in doin rn...,BUMP,$0,C28123,12,Short,Evening,,,,,,OTHER
good morning baby😘 woke up thinking abt you...need any help with that morning wood?👿,BUMP,$0,C28124,14,Short,Evening,,2025-07-24 02:48,Chu,1,Hard4ava,OTHER
i wanna give you something to think about all night 😏,BUMP,$0,C28125,11,Short,Afternoon,,,,,,OTHER
what turns you on the most baby😈🔥,BUMP,$0,C28127,7,Short,Afternoon,,2025-08-01 12:30,George,1,Dianna Grace,OTHER
I just laid in bed for the last hour thinking about you...guess what I was doing🥵,BUMP,$0,C28128,16,Short,Evening,,,,,,OTHER
show me what I can ride babe 🤤,BUMP,$0,C28129,8,Short,Afternoon,,,,,,OTHER
im in a cock sucking kind of vibe right now 😋,BUMP,$0,C28130,11,Short,Evening,,,,,,BJ
I’m playing with my pussy right now wanna see 😝💦,BUMP,$0,C28131,10,Short,Afternoon,,,,,,OTHER
i have a surprise for you😘i think you're going to like it,BUMP,$0,C28132,12,Short,Afternoon,,,,,,OTHER
stl up babe🤔im playing with my pussy rn...thinking about u,BUMP,$0,C28134,10,Short,Afternoon,,2025-07-24 02:46,Chu,1,Hard4ava,OTHER
truth or dare😈,BUMP,$0,C28136,3,Short,Afternoon,,,,,,OTHER
"i whispered something in your ear... did you hear it, babe?😘💋",BUMP,$0,C28138,11,Short,Morning,,,,,,OTHER
what do you like to stretch out more baby😈 my pussy or my throat?,BUMP,$0,C28139,14,Short,Morning,,,,,,OTHER
wanna sext babe?🥰,BUMP,$0,C28141,3,Short,Late Night,,,,,,OTHER
lotion or oil babe?😊,BUMP,$0,C28143,4,Short,Evening,,,,,,OTHER
"got any plans today, baby? hope uv got time for me too!🥺",BUMP,$0,C28144,12,Short,Overnight,,2025-08-02 11:12,Gee,1,Isabella Kinsley,OTHER
"Can I be your dessert, baby?🍓😋",BUMP,$0,C28146,6,Short,Morning,,2025-08-01 12:29,George,1,Dianna Grace,OTHER
Wanna sext babe😘🥰 I’m horny,BUMP,$0,C28149,5,Short,Morning,,,,,,OTHER
babyyy show me what I can ride 🤤,BUMP,$0,C28151,8,Short,Morning,,,,,,OTHER
describe me in one word baby😊,BUMP,$0,C28154,6,Short,Afternoon,,,,,,OTHER
"i want you to rip this off me, tell me how you're going to do it🥵",BUMP,$0,C28157,16,Short,Morning,,,,,,G/G
I'm so wet and ready for your HARD cock right now 🍆💦,BUMP,$0,C28158,12,Short,Afternoon,,,,,,OTHER
Bet you aren't as horny as I am... lets sext?😈,BUMP,$0,C28159,10,Short,Morning,,,,,,OTHER
join my live show baby I'm on CB now 🩷,BUMP,$0,C28162,10,Short,Morning,,,,,,OTHER
Sneak me a dick pic wherever you are RIGHT NOW babyy 😈,BUMP,$0,C28163,12,Short,Afternoon,,,,,,OTHER
Baby can you give me some attention RN😍,BUMP,$0,C28165,8,Short,Morning,,,,,,OTHER
DICK. PIC. PLEASE! 😍,BUMP,$0,C28167,4,Short,Late Night,,,,,,OTHER
this pussy is CRAVING DICK 😫 I have never been so fucking horny 😅 I don't even know what to do.....,BUMP,$0,C28169,21,Medium,Morning,,,,,,OTHER
"I always behave my self, just slutty when you show me your cock 🥵",BUMP,$0,C28170,14,Short,Morning,,,,,,OTHER
Could you push me up against the wall? 😈,BUMP,$0,C28171,9,Short,Afternoon,,,,,,OTHER
im looking for a place to sit can you suggest one? 😈,BUMP,$0,C28172,12,Short,Morning,,,,,,OTHER
### Join my live show baby I'm on CB now 😘,BUMP,$0,C28173,11,Short,Late Night,,,,,,OTHER
"baby, don’t fall asleep yet—I need you tonight🥺",BUMP,$0,C28176,8,Short,Afternoon,,,,,,OTHER
"Can I be your breakfast, baby? 🍓😋",BUMP,$0,C28177,7,Short,Evening,,,,,,OTHER
I’ve been really bad and need to be punished🥺,BUMP,$0,C28178,9,Short,Morning,,,,,,OTHER
time to wake up that sleepy cock 😏 want a taste?🔥🍆,BUMP,$0,C28179,11,Short,Morning,,,,,,OTHER
"think u can handle me naked all day, fucking me until we can’t stop? 👀 No clothes, just us...",BUMP,$0,C28181,19,Short,Evening,,,,,,OTHER
i took some naughty pics yesterday 🙈 maybe I can show them to you 🥵,BUMP,$0,C28184,15,Short,Afternoon,,,,,,OTHER
are you too busy to chat babe?🥺,BUMP,$0,C28185,7,Short,Afternoon,,,,,,OTHER
can we play something naughty tonight baby😈,BUMP,$0,C28186,7,Short,Afternoon,,2025-08-03 08:23,George,1,Dianna Grace,OTHER
are u too busy to show me some attention? 😫,BUMP,$0,C28192,10,Short,Morning,,,,,,OTHER
already awake🤔 Or should I wake something up inside you right now? 😈🔥,BUMP,$0,C28193,13,Short,Evening,,,,,,OTHER
heyy It's the weekend! will you spend it with me? 🙈,BUMP,$0,C28194,11,Short,Morning,,,,,,OTHER
I want u to touch my wet pussy so bad🥺if you were here where would you grab me? 👀,BUMP,$0,C28195,19,Short,Evening,,,,,,OTHER
"wanna break my back tonight, baby...💋",BUMP,$0,C28196,6,Short,Afternoon,,,,,,OTHER
"baby, you're like a flame😊",BUMP,$0,C28198,5,Short,Morning,,,,,,OTHER
"baby, can you close your eyes for me?😊",BUMP,$0,C28200,8,Short,Morning,,,,,,OTHER
"baby, which part of my body do you love most?😊",BUMP,$0,C28201,10,Short,Morning,,2025-08-03 08:21,George,1,Dianna Grace,OTHER
have some fun with me please babyyy🥺,BUMP,$0,C28205,7,Short,Morning,,,,,,OTHER
I love to receive cock pics🍆 how about you?,BUMP,$0,C28209,9,Short,Afternoon,,,,,,OTHER
"if I were a genie, what would be your first wish?🤔",BUMP,$0,C28210,11,Short,Afternoon,,,,,,OTHER
are you chocolate? 🍫😊,BUMP,$0,C28211,4,Short,Morning,,,,,,OTHER
"hey baby, u'r just like ice cream... wanna know why? 🍦😉",BUMP,$0,C28212,11,Short,Morning,,,,,,OTHER
"hey baby, have you eaten yet? If ur craving dessert, i’m here 😏🍰",BUMP,$0,C28213,13,Short,Morning,,,,,,OTHER
hey handsome🥰 I’ve got a little surprise for you 💚,BUMP,$0,C28214,10,Short,Morning,,,,,,OTHER
come play baby😋,BUMP,$0,C28215,3,Short,Morning,,,,,,OTHER
go sub to my adorable friend! show her some love she’s new to onlyfans!!!,BUMP,$0,C28216,14,Short,Evening,,,,,,OTHER
What’s your idea of a perfect date night?😄,BUMP,$0,C28219,8,Short,Late Night,,,,,,OTHER
You just missed your renew offer it was some topless unseen content 🤭 they got it for free 😮‍💨😮‍💨 turn it ON to get it 👀👀,BUMP,$0,C28233,26,Medium,Overnight,,,,,,G/G
Thank you for having your renew on... I love you !!! Here’s my appreciation to you ❤️,BUMP,$0,C28234,17,Short,Overnight,,,,,,OTHER
if you turn on your re-bill ill send you a freebie baby ;) you deserve a treat! x,BUMP,$0,C28235,18,Short,Morning,,,,,,OTHER
hey bb - wanna see me oiling up my tits 🤭.. i love rubbing lotion all over them for you😈😈,BUMP,$0,C28236,20,Short,Morning,,,,,,OTHER
hey! ive been on vacay for a few days sorry i missed your message 3,BUMP,$0,C28237,15,Short,Evening,,,,,,OTHER
i can see you have your renew on baby 💕 you make me feel so special 🤭 x,BUMP,$0,C28238,18,Short,Morning,,,,,,OTHER
just a reminder to anyone with their rebill on - you receive freebies every week 3 and you'll be added to the VIP list xox,BUMP,$0,C28241,25,Medium,Overnight,,,,,,OTHER
Baby turn your rebill on for your free content and vip club because this week you have missed out on unseen topless pics 🥵💦💦,BUMP,$0,C28242,24,Medium,Overnight,,,,,,OTHER
what are you looking at 👀,BUMP,$0,C28243,6,Short,Late Night,,,,,,OTHER
Tell me a fun fact I'm bored xx,BUMP,$0,C28244,8,Short,Late Night,,,,,,OTHER
hi bb u already have the collab so please ignore the above xox,BUMP,$0,C28245,13,Short,Morning,,,,,,OTHER
hiiii 3,BUMP,$0,C28246,2,Short,Late Night,,,,,,OTHER
wyd right now? 💋💗,BUMP,$0,C28247,4,Short,Late Night,,2025-08-01 12:32,George,1,Kay,OTHER
"Hey babe, In case you haven't seen my feed... this is probably the best offer I have ever sent out so get in quick baby hehe 3 I'm online for the next 4 hours if you wanna have a chat as well 💦",BUMP,$0,C28248,43,Medium,Late Night,,,,,,G/G
"HEY BABE, I missed you I'm adding more spice to my page! 😽 Literally felt like real-life Barbie in this shoot - Margot Robbie might have some competition hehe. Enjoy a topless undressing vibing video - after my shoot xox + 6 LEWD photos in the outfit of your choice (Blue 💦 or Pink 🎀 p.s you can buy both ✨) SWIPE to see the outfit options 😈",BUMP,$0,C28249,68,Long,Morning,,,,,,OTHER
"Hi, bb! I am taking a break for the next week to look after myself and shoot some content for you. If you have tipped for content or have requested customs, this will be sent out when I come back online. Thank you so much for your support. Love Clo xxxxx (Barbie content is coming so get horny 3)",BUMP,$0,C28250,59,Long,Late Night,,,,,,OTHER
"how are you baby ? 😍 im just about to do some yoga , wanna help me bend in these positions 😈",BUMP,$0,C28251,22,Medium,Evening,,,,,,OTHER
u ok baby ? 😍,BUMP,$0,C28253,5,Short,Evening,,,,,,OTHER
Baby don’t forget to turn your renew on for lots of freebies and to be put in my vip club 💕🍒,BUMP,$0,C28254,21,Medium,Overnight,,,,,,OTHER
Thank you so much for having your renew on baby I really appreciate it here’s a little thank you 💕🍒,BUMP,$0,C28255,20,Short,Overnight,,,,,,OTHER
WAIT..... I HAVE A CHALLENGE 😬 get added to my VIP list and receive lots of freebies in your DMs 😜.... All you gotta do is complete theses quests 👀 I’m waiting for you ❤️ message me when you are done....😍,BUMP,$0,C28256,41,Medium,Afternoon,,,,,,OTHER
"🎡 SPIN THE WHEEL 🎡 🚨 IM $70 OFF MY TARGET 🎯 BABY 🚨 I’m trying something new, hope you will support me ❤️ Everyone is a winner of the wheel there some amazing prizes to be won and all worth Triple the price 😮‍💨 To play TIP",BUMP,$0,C28257,48,Medium,Afternoon,,,,,,G/G
🎉 Campaign: Loyal Fans 😍 I’m putting this up for all of my loyal fans to be able to contribute towards to !!️ Tip $50 to receive 20 pieces of content !!️ The first 5 fans that tip under ⬇️ this post will also get priority messaging and some freebies for 1 week 🥵😍 I love 💕 being able to see who my loyal fans are !!️,BUMP,$0,C28258,67,Long,Afternoon,,,,,,OTHER
Ask me something you always wanted to 😋,BUMP,$0,C28259,8,Short,Morning,,,,,,OTHER
👀 if you turn your re-bill on ill send you a 27picture set for FREE 🥰 x,BUMP,$0,C28260,17,Short,Morning,,,,,,OTHER
have you seen me oiling up my titties yet bb? 🍒💦,BUMP,$0,C28261,11,Short,Overnight,,,,,,OTHER
wanna see me topless on my bed?.. 🤭 this is a teaser pic,BUMP,$0,C28262,13,Short,Late Night,,,,,,OTHER
I want to ride your face like it’s my cake 🎂,BUMP,$0,C28263,11,Short,Late Night,,,,,,OTHER
hungry for your cum on my face 😵‍💫,BUMP,$0,C28268,8,Short,Late Night,,,,,,OTHER
Dripping wet... and it’s not even dark yet 👀💧,BUMP,$0,C28273,9,Short,Evening,,,,,,OTHER
Riding toys rough thinking about your cock 👅,BUMP,$0,C28274,8,Short,Morning,,,,,,OTHER
Just bit my lip so hard thinking of your tongue 🔥,BUMP,$0,C28275,11,Short,Late Night,,,,,,OTHER
My filthiest hole needs breaking 😈,BUMP,$0,C28276,6,Short,Evening,,,,,,OTHER
Just finished riding my toy till I squirted 💦,BUMP,$0,C28277,9,Short,Evening,,,,,,SQUIRT
My panties are somewhere on the floor... soaked🥵,BUMP,$0,C28278,8,Short,Evening,,,,,,OTHER
I’m not wearing panties today... wanna guess what I am wearing? 👀,BUMP,$0,C28279,12,Short,Afternoon,,,,,,OTHER
Make me gag on your “happy birthday” surprise 😮‍💨,BUMP,$0,C28281,9,Short,Evening,,,,,,OTHER
heyyy all my babies 3 thankyou for supporting me here's a lil pic.. I know you wanna unlock more content from today.. you don't wanna miss it 😈❤️‍🔥,BUMP,$0,C28284,28,Medium,Late Night,,,,,,OTHER
i love showing you my pink lingerie set baby.. my titties literally pop out and my bra somehow falls off? 🤭💕,BUMP,$0,C28285,21,Medium,Late Night,,,,,,G/G
i also have a surprise for you.. 🤭,BUMP,$0,C28286,8,Short,Morning,,,,,,OTHER
hey! ive been so busy but im online now how are you x,BUMP,$0,C28287,13,Short,Morning,,,,,,OTHER
feeling cute 3.. you wanna see more of me? 🐰🖤 x,BUMP,$0,C28288,11,Short,Morning,,,,,,OTHER
😳 TIME FOR A FREEBIE 😳 All you have to do is turn your Rebill on! I can check too ;) 🥰,BUMP,$0,C28289,22,Medium,Afternoon,,,,,,OTHER
Okay here’s a sneak peak of what content I’m about to send u 🫢,BUMP,$0,C28290,14,Short,Morning,,,,,,OTHER
Hiiiii bb I love this outfit 🥰,BUMP,$0,C28291,7,Short,Evening,,,,,,OTHER
Wanna see how bad the underboob gets in this top....,BUMP,$0,C28292,10,Short,Late Night,,,,,,OTHER
Here’s a sneak peak of the tiktok coming to you baby 🥰🍒🤭,BUMP,$0,C28293,12,Short,Morning,,,,,,OTHER
Hi babes! Have been stressed locked out of my account... now I’m back so u can help me release some tension 💦😜,BUMP,$0,C28294,22,Medium,Morning,,,,,,OTHER
GOODNIGHT from 🇳🇿 I’ll chat with you tomorrow babes ❤️‍🔥,BUMP,$0,C28295,10,Short,Morning,,,,,,OTHER
